sighi_idx;sighi_keyword;sighi_score;sighi_category;sighi_source_ref;candidates_top5
525;Essig: Apfelessig;1;Früchte;SIGHI_FoodList_2024-08-29_p19_r55;"173469|Essig, Apfelessig|Vinegar, cider ;; 175032|Strudel, Apfel|Strudel, apple ;; 172240|Essig, Rotwein|Vinegar, red wine ;; 167682|Pektin, flüssig|Pectin, liquid ;; 172241|Essig, Balsamico|Vinegar, balsamic"
526;Essig: Rotweinessig;3;Früchte;SIGHI_FoodList_2024-08-29_p19_r56;"172240|Essig, Rotwein|Vinegar, red wine ;; 167682|Pektin, flüssig|Pectin, liquid ;; 172241|Essig, Balsamico|Vinegar, balsamic ;; 173469|Essig, Apfelessig|Vinegar, cider ;; 172237|Essig, destilliert|Vinegar, distilled"
527;Essig: Weissweinessig;3;Früchte;SIGHI_FoodList_2024-08-29_p19_r57;"172240|Essig, Rotwein|Vinegar, red wine ;; 167682|Pektin, flüssig|Pectin, liquid ;; 172241|Essig, Balsamico|Vinegar, balsamic ;; 173469|Essig, Apfelessig|Vinegar, cider ;; 172237|Essig, destilliert|Vinegar, distilled"
528;Essigessenz;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r13;
529;Fleischextrakt;2;Früchte;SIGHI_FoodList_2024-08-29_p20_r15;
530;Gelbwurz (Curcuma longa);0;Früchte;SIGHI_FoodList_2024-08-29_p20_r16;"169089|Longans, roh|Longans, raw ;; 169907|Longans, getrocknet|Longans, dried"
531;Gerber-Sumach, Gerbersumach (Rhus coriaria),;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r17;"169792|Babynahrung, GERBER, Banane mit Orangenmischung|Babyfood, GERBER, Banana with orange medley ;; 173520|Babynahrung, Snack, GERBER, GRADUATES, YOGURT MELTS|Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS ;; 172254|Babynahrung, GERBER, 3rd Foods, Apfel, Mango und Kiwi|Babyfood, GERBER, 3rd Foods, apple, mango and kiwi ;; 173519|Babynahrung, Getränk, GERBER, GRADUATES, FRUIT SPLASHERS|Babyfood, beverage, GERBER, GRADUATES, FRUIT SPLASHERS ;; 171371|Babynahrung, GERBER, GRADUATES Lil Biscuits Vanille Weizen|Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat"
532;Gewürznelken, Nelken;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r21;171321|Gewürze, Nelken, gemahlen|Spices, cloves, ground
533;Hefeextrakt;2;Früchte;SIGHI_FoodList_2024-08-29_p20_r23;167717|Hefeextraktaufstrich|Yeast extract spread
534;Ingwer;1;Früchte;SIGHI_FoodList_2024-08-29_p20_r24;"169231|Ingwerwurzel, roh|Ginger root, raw ;; 170926|Gewürze, Ingwer, gemahlen|Spices, ginger, ground ;; 175077|Archway Home Style Cookies, fettreduzierte Ingwerkekse|Archway Home Style Cookies, Reduced Fat Ginger Snaps ;; 169765|Ingwerwurzel, eingelegt, in Dosen, mit künstlichem Süßstoff|Ginger root, pickled, canned, with artificial sweetener ;; 1972771|""GEBRATENER REIS"" BLUMENKOHLSTREUSEL, GEHACKTER BLUMENKOHL, KAROTTEN, SELLERIE, ZWIEBELN UND BROKKOLI IN EINER SÜSSEN TERIYAKI-SAUCE MIT KNOBLAUCH-INGWER-WONTON-STREIFEN VEGGIE BOWL, BLUMENKOHLSTREUSEL|""""FRIED RICE"""" CAULIFLOWER CRUMBLES CHOPPED CAULIFLOWER, CARROTS, CELERY, ONION & BROCCOLI IN A SWEET TERIYAKI SAUCE WITH GARLIC-GINGER WONTON STRIPS VEGGIE BOWL, CAULIFLOWER CRUMBLES"
535;Kardamom;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r25;170919|Gewürze, Kardamom|Spices, cardamom
536;Koriander, Echter Koriander, Gewürzkoriander,;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r28;"170922|Gewürze, Koriandersamen|Spices, coriander seed ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 169997|Korianderblätter (Cilantro), roh|Coriander (cilantro) leaves, raw ;; 170921|Gewürze, Korianderblätter, getrocknet|Spices, coriander leaf, dried ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw"
537;Kreuzkümmel (Cuminum cyminum);2;Früchte;SIGHI_FoodList_2024-08-29_p20_r30;170923|Gewürze, Kreuzkümmel|Spices, cumin seed
538;Kumin;2;Früchte;SIGHI_FoodList_2024-08-29_p20_r31;
539;Kümmel: Echter Kümmel (Carum carvi);0;Früchte;SIGHI_FoodList_2024-08-29_p20_r32;"173413|Käse, Kümmel|Cheese, caraway ;; 170918|Gewürze, Kümmel|Spices, caraway seed ;; 170923|Gewürze, Kreuzkümmel|Spices, cumin seed ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw"
540;Kurkuma;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r35;172231|Gewürze, Kurkuma, gemahlen|Spices, turmeric, ground
541;Lorbeerblätter, Echter Lorbeer (Laurus nobilis), Edler;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r36;"170917|Gewürze, Lorbeerblatt|Spices, bay leaf ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw ;; 2747666|Jakobsmuscheln, Lorbeer, patagonisch, gefroren, Wildfang|Scallops, bay, Patagonian, frozen, wild caught ;; 172005|Fisch, Thunfisch, Echter Bonito, frisch, gekocht, trockene Hitze|Fish, tuna, skipjack, fresh, cooked, dry heat"
542;Mohnsamen;1;Früchte;SIGHI_FoodList_2024-08-29_p20_r38;"171423|Öl, Mohnsamen|Oil, poppyseed ;; 171330|Gewürze, Mohnsamen|Spices, poppy seed ;; 1859920|NÜSSE & KERNSAMEN|NUTS & SEEDS ;; 169414|Saatgut, Leinsamen|Seeds, flaxseed ;; 171316|Gewürze, Anissamen|Spices, anise seed"
543;Muskatnuss;1;Früchte;SIGHI_FoodList_2024-08-29_p20_r39;"172335|Öl, Muskatnussbutter|Oil, nutmeg butter ;; 171326|Gewürze, Muskatnuss, gemahlen|Spices, nutmeg, ground ;; 171030|Öl, Walnuss|Oil, walnut ;; 171429|Öl, Sheanuss|Oil, sheanut ;; 330458|Öl, Kokosnuss|Oil, coconut"
544;Nelken, Gewürznelken;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r40;171321|Gewürze, Nelken, gemahlen|Spices, cloves, ground
545;Paprikapulver, mild;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r42;"167806|Baobab-Pulver|Baobab powder ;; 170461|Tomatenpulver|Tomato powder ;; 171329|Gewürze, Paprika|Spices, paprika ;; 173429|Ei-Ersatz, Pulver|Egg substitute, powder ;; 1629429|(MILDE) SAUCE, MILD|(MILD) SAUCE, MILD"
546;Paprikapulver, scharf;2;Früchte;SIGHI_FoodList_2024-08-29_p20_r43;"169766|Paprika, scharf eingelegt, in Dosen|Peppers, hot pickled, canned ;; 171604|Soße, Paprika, scharf, Chili, reif, rot, in Dosen|Sauce, peppers, hot, chili, mature red, canned ;; 171605|Soße, Chili, Paprika, scharf, unreif grün, in Dosen|Sauce, chili, peppers, hot, immature green, canned ;; 167806|Baobab-Pulver|Baobab powder ;; 170461|Tomatenpulver|Tomato powder"
547;Pfeffer, schwarz;2;Früchte;SIGHI_FoodList_2024-08-29_p20_r44;"170931|Gewürze, Pfeffer, schwarz|Spices, pepper, black ;; 173474|Pfefferminz, frisch|Peppermint, fresh ;; 174956|Kekse, Pfefferkuchen|Cookies, gingersnaps ;; 170933|Gewürze, Pfeffer, weiß|Spices, pepper, white ;; 2710837|Pflaume, schwarz, mit Haut, roh|Plum, black, with skin, raw"
548;Pfeffer, weiß;2;Früchte;SIGHI_FoodList_2024-08-29_p20_r45;"170933|Gewürze, Pfeffer, weiß|Spices, pepper, white ;; 167532|Brot, Weißweizen|Bread, white wheat ;; 168920|Maiskörner, weiß|Corn grain, white ;; 1104962|Zwiebeln, weiß, roh|Onions, white, raw ;; 173474|Pfefferminz, frisch|Peppermint, fresh"
549;Quendel, Thymian, Echter Thymian (Thymus;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r46;"173470|Thymian, frisch|Thyme, fresh ;; 170938|Gewürze, Thymian, getrocknet|Spices, thyme, dried ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw ;; 172005|Fisch, Thunfisch, Echter Bonito, frisch, gekocht, trockene Hitze|Fish, tuna, skipjack, fresh, cooked, dry heat"
550;Schwarzkümmel (Nigella sativa);0;Früchte;SIGHI_FoodList_2024-08-29_p20_r48;
551;Senf, Senfkörner, Senfsamenpulver;2;Früchte;SIGHI_FoodList_2024-08-29_p20_r49;"169256|Senfkörner, roh|Mustard greens, raw ;; 170929|Gewürze, Senfkörner, gemahlen|Spices, mustard seed, ground ;; 169258|Senfkörner, gefroren, nicht zubereitet|Mustard greens, frozen, unprepared ;; 170503|Senfkörner, gekocht, gekocht, abgetropft, mit Salz|Mustard greens, cooked, boiled, drained, with salt ;; 169257|Senfkörner, gekocht, gekocht, abgetropft, ohne Salz|Mustard greens, cooked, boiled, drained, without salt"
552;Sojasauce;3;Früchte;SIGHI_FoodList_2024-08-29_p20_r50;"174278|Sojasauce aus Soja (Tamari)|Soy sauce made from soy (tamari) ;; 174277|Sojasauce aus Soja und Weizen (Shoyu)|Soy sauce made from soy and wheat (shoyu) ;; 174279|Sojasauce aus hydrolisiertem Pflanzeneiweiß|Soy sauce made from hydrolyzed vegetable protein ;; 172473|Sojasauce aus Soja und Weizen (Shoyu), natriumarm|Soy sauce made from soy and wheat (shoyu), low sodium ;; 172474|Sojasauce, natriumreduziert, aus hydrolisiertem Pflanzeneiweiß|Soy sauce, reduced sodium, made from hydrolyzed vegetable protein"
553;Sternanis;?;Früchte;SIGHI_FoodList_2024-08-29_p20_r51;
554;Sumach, Sumak: Gerber-Sumach (Rhus coriaria);0;Früchte;SIGHI_FoodList_2024-08-29_p20_r52;"169792|Babynahrung, GERBER, Banane mit Orangenmischung|Babyfood, GERBER, Banana with orange medley ;; 173520|Babynahrung, Snack, GERBER, GRADUATES, YOGURT MELTS|Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS ;; 172254|Babynahrung, GERBER, 3rd Foods, Apfel, Mango und Kiwi|Babyfood, GERBER, 3rd Foods, apple, mango and kiwi ;; 173519|Babynahrung, Getränk, GERBER, GRADUATES, FRUIT SPLASHERS|Babyfood, beverage, GERBER, GRADUATES, FRUIT SPLASHERS ;; 171371|Babynahrung, GERBER, GRADUATES Lil Biscuits Vanille Weizen|Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat"
555;Thymian, Echter Thymian (Thymus vulgaris),;0;Früchte;SIGHI_FoodList_2024-08-29_p20_r56;"173470|Thymian, frisch|Thyme, fresh ;; 170938|Gewürze, Thymian, getrocknet|Spices, thyme, dried ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw ;; 172005|Fisch, Thunfisch, Echter Bonito, frisch, gekocht, trockene Hitze|Fish, tuna, skipjack, fresh, cooked, dry heat"
556;Vanille, Vanilleschoten, Vanillepulver, Vanillezucker;1;Früchte;SIGHI_FoodList_2024-08-29_p21_r13;"169656|Zucker, pulverisiert|Sugars, powdered ;; 172446|Sojamilch, original und Vanille, ungezuckert|Soymilk, original and vanilla, unfortified ;; 169631|Speiseeis, Vanille, leicht, ohne Zuckerzusatz|Ice creams, vanilla, light, no sugar added ;; 174824|Getränke, Schokoladenpulver, ohne Zuckerzusatz|Beverages, chocolate powder, no sugar added ;; 170264|Speiseeis, BREYERS, ohne Zuckerzusatz, Vanille|Ice creams, BREYERS, No Sugar Added, Vanilla"
557;Vanilleextrakt;1;Früchte;SIGHI_FoodList_2024-08-29_p21_r15;"172235|Vanilleextrakt, Imitation, Alkohol|Vanilla extract, imitation, alcohol ;; 172236|Vanilleextrakt, Imitat, ohne Alkohol|Vanilla extract, imitation, no alcohol"
558;Wacholderbeeren;0;Früchte;SIGHI_FoodList_2024-08-29_p21_r16;"2346410|Himbeeren, roh|Raspberries, raw ;; 2346409|Erdbeeren, roh|Strawberries, raw ;; 167755|Himbeeren, roh|Raspberries, raw ;; 167762|Erdbeeren, roh|Strawberries, raw ;; 173946|Brombeeren, roh|Blackberries, raw"
559;Weingeistessig;0;Früchte;SIGHI_FoodList_2024-08-29_p21_r17;"172240|Essig, Rotwein|Vinegar, red wine ;; 167682|Pektin, flüssig|Pectin, liquid ;; 172241|Essig, Balsamico|Vinegar, balsamic ;; 173469|Essig, Apfelessig|Vinegar, cider ;; 172237|Essig, destilliert|Vinegar, distilled"
560;Würze, Speisewürze, Suppenwürze (pflanzliches;2;Früchte;SIGHI_FoodList_2024-08-29_p21_r19;"170918|Gewürze, Kümmel|Spices, caraway seed ;; 170934|Gewürze, Safran|Spices, saffron ;; 171329|Gewürze, Paprika|Spices, paprika ;; 170919|Gewürze, Kardamom|Spices, cardamom ;; 171316|Gewürze, Anissamen|Spices, anise seed"
561;Zimt, Zimtstangen, Zimtpulver;0;Früchte;SIGHI_FoodList_2024-08-29_p21_r21;"173020|Verzehrfertiges Müsli, POST-HONIG-Haferbündel mit Zimtstangen|Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches ;; 171849|Brot, Zimt|Bread, cinnamon ;; 167806|Baobab-Pulver|Baobab powder ;; 170461|Tomatenpulver|Tomato powder ;; 173429|Ei-Ersatz, Pulver|Egg substitute, powder"
562;Heilquellen-Wasser mit viel;1;Getränke;SIGHI_FoodList_2024-08-29_p21_r24;"172915|Pilzcremesuppe aus der Dose, zubereitet mit gleich viel Wasser|Soup, cream of mushroom, canned, prepared with equal volume water ;; 174551|Suppe, Hühnerbrühe, in Dosen, zubereitet mit gleich viel Wasser|Soup, chicken broth, canned, prepared with equal volume water ;; 174553|Hühnercremesuppe aus der Dose, zubereitet mit gleich viel Wasser|Soup, cream of chicken, canned, prepared with equal volume water ;; 172920|Suppe, Tomaten-Reis, in Dosen, zubereitet mit gleich viel Wasser|Soup, tomato rice, canned, prepared with equal volume water ;; 172910|Suppe, Huhn mit Reis, in Dosen, zubereitet mit gleich viel Wasser|Soup, chicken with rice, canned, prepared with equal volume water"
563;Leitungswasser;0;Getränke;SIGHI_FoodList_2024-08-29_p21_r26;"173647|Getränke, Wasser, Leitungswasser, Trinken|Beverages, water, tap, drinking ;; 175096|Getränke, Wasser, Leitungswasser, Brunnen|Beverages, water, tap, well ;; 175103|Getränke, Wasser, Leitungswasser, kommunal|Beverages, water, tap, municipal ;; 171890|Getränke, Kaffee, gebrüht, zubereitet mit Leitungswasser|Beverages, coffee, brewed, prepared with tap water ;; 173227|Getränke, Tee, schwarz, aufgebrüht, zubereitet mit Leitungswasser|Beverages, tea, black, brewed, prepared with tap water"
564;Mineralwasser ohne Kohlensäure;0;Getränke;SIGHI_FoodList_2024-08-29_p21_r27;"174854|Getränke, kohlensäurehaltig, orange|Beverages, carbonated, orange ;; 174842|Getränke, kohlensäurehaltig, Club Soda|Beverages, carbonated, club soda ;; 171871|Getränke, kohlensäurehaltig, Root Beer|Beverages, carbonated, root beer ;; 173199|Kohlensäurehaltiges Getränk, Sahnesoda|Carbonated beverage, cream soda ;; 174846|Getränke, kohlensäurehaltig, Ginger Ale|Beverages, carbonated, ginger ale"
565;Alkohol, rein (Ethanol);3;Getränke;SIGHI_FoodList_2024-08-29_p21_r29;"173330|Rindereintopf, Dosengericht|Beef stew, canned entree ;; 174157|Getränke, Wein, alkoholfrei|Beverages, Wine, non-alcoholic ;; 168032|Öl, Walross (Alaska Ureinwohner)|Oil, walrus (Alaska Native) ;; 171908|Alkoholische Getränke, Wein, Rose|Alcoholic beverages, wine, rose ;; 167723|Alkoholisches Getränk, Reis (Sake)|Alcoholic beverage, rice (sake)"
566;Alkoholhaltige Getränke;3;Getränke;SIGHI_FoodList_2024-08-29_p21_r30;"174825|Getränke, ZEVIA, Cola|Beverages, ZEVIA, cola ;; 174117|Getränke, Schokoladensirup|Beverages, chocolate syrup ;; 174858|Getränke, Limonade, Pulver|Beverages, Lemonade, powder ;; 171907|Getränke, Malzlikörgetränk|Beverages, Malt liquor beverage ;; 174157|Getränke, Wein, alkoholfrei|Beverages, Wine, non-alcoholic"
567;Bier;2;Getränke;SIGHI_FoodList_2024-08-29_p21_r31;"2346395|Nüsse, Pekannüsse, halbiert, roh|Nuts, pecans, halves, raw ;; 168749|Alkoholisches Getränk, Bier, leicht|Alcoholic beverage, beer, light ;; 171616|Bierwurst, Biersalami, Schweinefleisch|Beerwurst, beer salami, pork ;; 2346394|Nüsse, Walnüsse, englisch, halbiert, roh|Nuts, walnuts, English, halves, raw ;; 168746|Alkoholisches Getränk, Bier, normal, alle|Alcoholic beverage, beer, regular, all"
568;Champagner;3;Getränke;SIGHI_FoodList_2024-08-29_p21_r32;
569;Ethanol, Ethylalkohol;3;Getränke;SIGHI_FoodList_2024-08-29_p21_r33;
570;Rhum;2;Getränke;SIGHI_FoodList_2024-08-29_p21_r34;
571;Schnäpse, klar (farblos);2;Getränke;SIGHI_FoodList_2024-08-29_p21_r35;"1999630|Sojamilch, ungesüßt, klar, haltbar|Soy milk, unsweetened, plain, shelf stable ;; 172363|Öl, industriell, Soja (teilweise hydriert) und Soja (winterisiert), gießbares, klares Bratöl|Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry"
572;Schnäpse, nicht klar (nicht farblos);3;Getränke;SIGHI_FoodList_2024-08-29_p21_r36;"168933|Grieß, nicht angereichert|Semolina, unenriched ;; 167730|Milch, Nachahmung, nicht Soja|Milk, imitation, non-soy ;; 169262|Okra, gefroren, nicht zubereitet|Okra, frozen, unprepared ;; 172817|Brot, Rosinen, nicht angereichert|Bread, raisin, unenriched ;; 790085|Mehl, Vollkorn, nicht angereichert|Flour, whole wheat, unenriched"
573;Sekt;3;Getränke;SIGHI_FoodList_2024-08-29_p21_r37;
574;Spirituosen, klar (farblos);2;Getränke;SIGHI_FoodList_2024-08-29_p21_r38;"1999630|Sojamilch, ungesüßt, klar, haltbar|Soy milk, unsweetened, plain, shelf stable ;; 172363|Öl, industriell, Soja (teilweise hydriert) und Soja (winterisiert), gießbares, klares Bratöl|Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry"
575;Spirituosen, nicht klar (nicht farblos);3;Getränke;SIGHI_FoodList_2024-08-29_p21_r39;"168933|Grieß, nicht angereichert|Semolina, unenriched ;; 167730|Milch, Nachahmung, nicht Soja|Milk, imitation, non-soy ;; 169262|Okra, gefroren, nicht zubereitet|Okra, frozen, unprepared ;; 172817|Brot, Rosinen, nicht angereichert|Bread, raisin, unenriched ;; 790085|Mehl, Vollkorn, nicht angereichert|Flour, whole wheat, unenriched"
576;Wein;3;Getränke;SIGHI_FoodList_2024-08-29_p21_r40;"172240|Essig, Rotwein|Vinegar, red wine ;; 170849|Käse, Portwein, Salat|Cheese, port de salut ;; 168575|Weintraubenblätter, roh|Grape leaves, raw ;; 173856|Bologna, Schweinefleisch|Bologna, pork ;; 171630|Kopfkäse, Schweinefleisch|Headcheese, pork"
577;Wein, histaminfrei (<0.1 mg/l);1;Getränke;SIGHI_FoodList_2024-08-29_p21_r41;"172240|Essig, Rotwein|Vinegar, red wine ;; 170849|Käse, Portwein, Salat|Cheese, port de salut ;; 168575|Weintraubenblätter, roh|Grape leaves, raw ;; 173856|Bologna, Schweinefleisch|Bologna, pork ;; 171630|Kopfkäse, Schweinefleisch|Headcheese, pork"
578;Wein: Rotwein;3;Getränke;SIGHI_FoodList_2024-08-29_p21_r43;"172240|Essig, Rotwein|Vinegar, red wine ;; 172932|Mutterbrot, Schweinefleisch|Mother's loaf, pork ;; 172926|Olivenbrot, Schweinefleisch|Olive loaf, pork ;; 2346412|Weintrauben, rot, kernlos, roh|Grapes, red, seedless, raw ;; 171601|Grillbrot, Schweinefleisch, Rindfleisch|Barbecue loaf, pork, beef"
579;Wein: Schilcherwein;2;Getränke;SIGHI_FoodList_2024-08-29_p21_r44;"172240|Essig, Rotwein|Vinegar, red wine ;; 170849|Käse, Portwein, Salat|Cheese, port de salut ;; 168575|Weintraubenblätter, roh|Grape leaves, raw ;; 173856|Bologna, Schweinefleisch|Bologna, pork ;; 171630|Kopfkäse, Schweinefleisch|Headcheese, pork"
580;Wein: Weisswein, Weißwein;2;Getränke;SIGHI_FoodList_2024-08-29_p21_r45;"174837|Alkoholisches Getränk, Wein, Tafelwein, weiß|Alcoholic beverage, wine, table, white ;; 173200|Alkoholisches Getränk, Wein, Tisch, weiß, Riesling|Alcoholic beverage, wine, table, white, Riesling ;; 174110|Alkoholisches Getränk, Wein, Tisch, weiß, Chardonnay|Alcoholic beverage, wine, table, white, Chardonnay ;; 174848|Alkoholisches Getränk, Wein, Tisch, weiß, Pinot Blanc|Alcoholic beverage, wine, table, white, Pinot Blanc ;; 173202|Alkoholisches Getränk, Wein, Tafelwein, weiß, Spätlese|Alcoholic beverage, wine, table, white, late harvest"
581;Weinbrand, Brandy;2;Getränke;SIGHI_FoodList_2024-08-29_p21_r46;
582;Anistee;0;Getränke;SIGHI_FoodList_2024-08-29_p21_r48;
583;Brennnesseltee;1;Getränke;SIGHI_FoodList_2024-08-29_p21_r49;
584;Eisenkraut-Tee;0;Getränke;SIGHI_FoodList_2024-08-29_p21_r50;"170004|Zwiebeln, gelb, sautiert|Onions, yellow, sauteed ;; 168550|Paprika, süß, rot, gedünstet|Peppers, sweet, red, sauteed ;; 2346397|Hafer, Vollkorn, Stahlschnitt|Oats, whole grain, steel cut ;; 170024|Paprika, süß, grün, gedünstet|Peppers, sweet, green, sauteed ;; 174120|Getränke, Tee, Oolong, gebrüht|Beverages, tea, Oolong, brewed"
585;Fencheltee;0;Getränke;SIGHI_FoodList_2024-08-29_p21_r51;
586;Grüntee;1;Getränke;SIGHI_FoodList_2024-08-29_p21_r52;
587;Kamillentee;0;Getränke;SIGHI_FoodList_2024-08-29_p21_r53;
588;Kräuterteemischungen aus Heilkräutern, z.B.;1;Getränke;SIGHI_FoodList_2024-08-29_p21_r54;
589;Kümmeltee, Echter Kümmel (Carum carvi);0;Getränke;SIGHI_FoodList_2024-08-29_p21_r56;"173413|Käse, Kümmel|Cheese, caraway ;; 170918|Gewürze, Kümmel|Spices, caraway seed ;; 170923|Gewürze, Kreuzkümmel|Spices, cumin seed ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw"
590;Lindenblütentee;0;Getränke;SIGHI_FoodList_2024-08-29_p21_r57;
591;Mate Tee;1;Getränke;SIGHI_FoodList_2024-08-29_p22_r13;"1999634|Tomate, roma|Tomato, roma ;; 170461|Tomatenpulver|Tomato powder ;; 171424|Öl, Tomatensaft|Oil, tomatoseed ;; 170456|Tomaten, grün, roh|Tomatoes, green, raw ;; 170096|Tomaten, gelb, roh|Tomatoes, yellow, raw"
592;Pfefferminztee;0;Getränke;SIGHI_FoodList_2024-08-29_p22_r14;
593;Rooibostee;0;Getränke;SIGHI_FoodList_2024-08-29_p22_r15;
594;Salbeitee;0;Getränke;SIGHI_FoodList_2024-08-29_p22_r18;
595;Schwarztee;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r19;
596;Verveine-Tee;0;Getränke;SIGHI_FoodList_2024-08-29_p22_r20;"170004|Zwiebeln, gelb, sautiert|Onions, yellow, sauteed ;; 168550|Paprika, süß, rot, gedünstet|Peppers, sweet, red, sauteed ;; 2346397|Hafer, Vollkorn, Stahlschnitt|Oats, whole grain, steel cut ;; 170024|Paprika, süß, grün, gedünstet|Peppers, sweet, green, sauteed ;; 174120|Getränke, Tee, Oolong, gebrüht|Beverages, tea, Oolong, brewed"
597;Cranberry Nektar;0;Getränke;SIGHI_FoodList_2024-08-29_p22_r22;"169914|Nektarinen, roh|Nectarines, raw ;; 167785|Mango-Nektar, Konserven|Mango nectar, canned ;; 169107|Papayanektar, eingemacht|Papaya nectar, canned ;; 168117|Preiselbeersaft, ungesüßt|Cranberry juice, unsweetened ;; 168196|Guanabana-Nektar, in Dosen|Guanabana nectar, canned"
598;Orangensaft;2;Getränke;SIGHI_FoodList_2024-08-29_p22_r23;"169044|Getränke, Orangensaftgetränk|Beverages, Orange juice drink ;; 169099|Orangensaft, in Dosen, ungesüßt|Orange juice, canned, unsweetened ;; 169100|Orangensaft, gekühlt, auch aus Konzentrat|Orange juice, chilled, includes from concentrate ;; 173178|Getränke, Orangensaft, leicht, ohne Fruchtfleisch|Beverages, Orange juice, light, No pulp ;; 173225|Getränke, Ananas- und Orangensaftgetränk, in Dosen|Beverages, pineapple and orange juice drink, canned"
